Projectnummer;LAM MK;Building FID;Opdrachtnummer Extern;Status Omschrijving;Blok;Cluster NR;Straat;Huisnummer;Huisnummer Toevoeging;Wall Mount;SS Reason;Height Cable;Number Floors;Building comment;Quadrant;Kamer;Seq;Plaats;BUILDING KEY;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Status;SSV Completed;xPos;yPos;SSV Date;TSA NEEDED;TSA SENT;TSA SIGNED;Surveyor;Opdrachttemplate;SYNDIC NAME;SYNDIC ADDRESS;SYNDIC ZIPCODE;SYNDIC CITY;SYNDIC PHONE;SYNDIC DATE;SYNDIC EMAIL;SYNDIC INTERNAL REF;BG Name;SSV COMPLETED DATE
ANTWERPEN-WEST - FH11;NB-200026b6c30;;;Site Survey;;;Wapenstraat;2;;N;IRREG;;6;_;;;;Antwerpen;NB-200026b6c30;MDU;3;3;1;7;Site Survey;;151423;211239;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060121;682376;;Site Survey;BL1114;;Verlatstraat;30;;Y;NA;4;3;_;;;;Antwerpen;2060121;MDU;0;2;0;2;Site Survey;;151719;211102;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;971804;725894;;Site Survey;BL1112;;Vlaamsekaai;6;;Y;NA;3;4;_;;;;Antwerpen;971804;MDU;0;3;0;3;Site Survey;;151727;211310;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2023854;33498457;;Site Survey;BL1115;;Museumstraat;14;A;Y;NA;6;6;_;;;;Antwerpen;2023854;MDU;1;0;1;2;Site Survey;;151596;211055;;;;;Hidde Kiekens;BUILDING template;Syncura;;;;;6/05/2020;;;Museumstraat 12-12A-12B-12C-12D-14-14A;6/05/2020
ANTWERPEN-WEST - FH11;2060122;682377;;Site Survey;BL1113;;Verlatstraat;31;;Y;NA;4;3;_;;;;Antwerpen;2060122;SDU;0;1;0;1;Site Survey;;151730;211130;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;971805;725895;;Site Survey;BL1112;;Vlaamsekaai;1;;Y;NA;3;3;_;;;;Antwerpen;971805;MDU;1;2;0;3;Site Survey;;151746;211341;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2023855;33498458;;Site Survey;BL1115;;Museumstraat;14;B;Y;NA;6;6;_;;;;Antwerpen;2023855;SDU;1;0;0;1;Site Survey;;151601;211055;;;;;Hidde Kiekens;BUILDING template;Syncura;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;2060123;682378;;Site Survey;BL1114;;Verlatstraat;32;;Y;NA;4;3;_;;;;Antwerpen;2060123;SDU;0;1;0;1;Site Survey;;151723;211099;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;971806;725896;;Site Survey;BL1112;;Vlaamsekaai;7;;Y;NA;3;4;_;;;;Antwerpen;971806;SDU;1;0;0;1;Site Survey;;151723;211305;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2023912;33498459;;Site Survey;BL1114;;Museumstraat;37;;Y;NA;4;4;_;;;;Antwerpen;2023912;MDU;1;5;0;6;Site Survey;;151698;211071;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;2060124;682379;;Site Survey;BL1113;;Verlatstraat;33;;Y;NA;4;3;_;;;;Antwerpen;2060124;SDU;0;1;0;1;Site Survey;;151734;211127;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;971807;725897;;Site Survey;BL1112;;Vlaamsekaai;9;;Y;NA;3;4;_;;;;Antwerpen;971807;MDU;1;1;0;2;Site Survey;;151714;211294;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2023914;33498463;;Site Survey;BL1115;;Museumstraat;38;;N;ORN;4;6;_;;;;Antwerpen;2023914;MDU;1;0;0;1;Site Survey;;151662;211051;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Museumstraat 36-38-40;6/05/2020
ANTWERPEN-WEST - FH11;NB-200080dc374;;;Site Survey;;;Verlatstraat;8;;Y;NA;4;3;_;;;;Antwerpen;NB-200080dc374;MDU;2;1;0;3;Site Survey;;151638;211167;14/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060125;14151236;;Site Survey;BL1114;;Verlatstraat;34;;Y;NA;4;3;Gebouw onder constructie;;;;Antwerpen;2060125;MDU;3;0;0;3;Site Survey;;151724;211088;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;971808;725898;;Site Survey;BL1112;;Vlaamsekaai;11;;Y;NA;3;4;_;;;;Antwerpen;971808;MDU;3;0;0;3;Site Survey;;151714;211273;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2038501;33498475;;Site Survey;BL1119;;Pacificatiestraat;10;;Y;NA;4;2;;;;;Antwerpen;2038501;SDU;0;1;0;1;Site Survey;;151323;210681;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;NB-2000545fb82;;;Site Survey;;;Schalienstraat;5;;N;ORN;;6;_;;;;Antwerpen;NB-2000545fb82;MDU;4;0;1;5;Site Survey;;151264;210956;4/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;NB-200017914078;;;Site Survey;;;Verviersstraat;17;;Y;NA;4;5;_;;;;Antwerpen;NB-200017914078;MDU;1;0;0;1;Site Survey;;151295;211008;6/05/2020;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;NB-200010b10458;;;Site Survey;;;Vorstermanstraat;10;;N;ORN;;5;_;;;;Antwerpen;NB-200010b10458;MDU;1;6;1;8;Site Survey;;151702;211214;12/05/2020;;;;Maayken Vanfleteren;BUILDING template;03 beheer;;;;;12/05/2020;;;;
ANTWERPEN-WEST - FH11;2060126;682380;;Site Survey;BL1113;;Verlatstraat;35;;N;ORN;4;4;_;;;;Antwerpen;2060126;MDU;0;4;1;5;Site Survey;;151737;211122;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;971809;725899;;Site Survey;BL1112;;Vlaamsekaai;12;;Y;NA;3;4;_;;;;Antwerpen;971809;SDU;1;0;0;1;Site Survey;;151715;211259;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2045448;33498481;;Site Survey;BL1117;;Pourbusstraat;6;;Y;NA;3;4;_;;;;Antwerpen;2045448;SDU;0;1;0;1;Site Survey;;151499;210984;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;2060272;682503;;Site Survey;BL1116;;Verschansingstraat;4;;Y;NA;3;4;_;;;;Antwerpen;2060272;MDU;0;3;0;3;Site Survey;;151634;210960;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;971810;725900;;Site Survey;BL1112;;Vlaamsekaai;16;;Y;NA;3;4;_;;;;Antwerpen;971810;MDU;1;2;0;3;Site Survey;;151680;211256;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2045455;33498484;;Site Survey;BL1116;;Pourbusstraat;15;;Y;NA;3;5;_;;;;Antwerpen;2045455;SDU;1;0;0;1;Site Survey;;151556;210980;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;NB-2000150b4d18;;;Site Survey;;;De Gerlachekaai;15;;Y;NA;4;7;_;;;;Antwerpen;NB-2000150b4d18;MDU;1;0;0;1;Site Survey;;151257;211041;6/05/2020;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;NB-20001801265;;NB-20001801265;Site Survey;BL1114;;Leopold de Waelplaats;18;;Y;NA;4;2;;;;;Antwerpen;NB-20001801265;SDU;0;1;0;1;Site Survey;;151721;211040;;;;;Filip Van Dyck;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060274;682505;;Site Survey;BL1116;;Verschansingstraat;6;;Y;NA;3;3;_;;;;Antwerpen;2060274;MDU;0;3;0;3;Site Survey;;151628;210959;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;971812;725901;;Site Survey;BL1113;;Graaf van Egmontstraat;60;;Y;NA;4;4;_;;;;Antwerpen;971812;MDU;1;3;0;4;Site Survey;;151764;211114;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;2045457;33498485;;Site Survey;BL1116;;Pourbusstraat;17;;Y;NA;3;5;_;;;;Antwerpen;2045457;MDU;0;8;1;9;Site Survey;;151561;210980;;;;;Geert Stockman;BUILDING template;Bvba Beheer;;;;;2/05/2020;;;;2/05/2020
ANTWERPEN-WEST - FH11;NB-200054eba64;;;Site Survey;;;Pourbusstraat;5;;Y;NA;3;4;_;;;;Antwerpen;NB-200054eba64;MDU;0;3;0;3;Site Survey;;151522;210998;2/05/2020;;;;Geert Stockman;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060276;682506;;Site Survey;BL1116;;Verschansingstraat;8;;Y;NA;3;4;_;;;;Antwerpen;2060276;MDU;0;5;1;6;Site Survey;;151618;210963;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;971813;725902;;Site Survey;BL1113;;Graaf van Egmontstraat;44;;Y;NA;4;4;_;;;;Antwerpen;971813;MDU;0;4;0;4;Site Survey;;151760;211161;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;2045459;33498486;;Site Survey;BL1116;;Pourbusstraat;19;;Y;NA;3;5;_;;;;Antwerpen;2045459;SDU;1;0;0;1;Site Survey;;151561;210980;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;NB-20001335d461;;;Site Survey;;;De Gerlachekaai;13;;Y;NA;3;5;_;;;;Antwerpen;NB-20001335d461;MDU;0;7;0;7;Site Survey;;151270;211054;6/05/2020;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060279;14151237;;Site Survey;BL1116;;Verschansingstraat;12;;Y;NA;3;5;_;;;;Antwerpen;2060279;MDU;1;3;0;4;Site Survey;;151612;210958;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;971814;14151268;;Site Survey;BL1112;;Graaf van Egmontstraat;2;;Y;NA;3;3;_;;;;Antwerpen;971814;MDU;1;1;0;2;Site Survey;;151755;211328;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2045460;33498487;;Site Survey;BL1116;;Pourbusstraat;21;;Y;NA;3;5;_;;;;Antwerpen;2045460;MDU;0;8;1;9;Site Survey;;151561;210980;;;;;Geert Stockman;BUILDING template;Bvbva Beheer;;;;;2/05/2020;;;;2/05/2020
ANTWERPEN-WEST - FH11;2060280;682509;;Site Survey;BL1116;;Verschansingstraat;14;;Y;NA;3;4;_;;;;Antwerpen;2060280;MDU;1;3;0;4;Site Survey;;151604;210963;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;971815;725904;;Site Survey;BL1112;;Graaf van Egmontstraat;40;A;Y;NA;3;5;_;;;;Antwerpen;971815;MDU;0;4;1;5;Site Survey;;151762;211195;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2045462;33498488;;Site Survey;BL1116;;Pourbusstraat;23;;Y;NA;3;5;_;;;;Antwerpen;2045462;SDU;1;0;0;1;Site Survey;;151561;210980;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;NB-200030B01269;;NB-200030B01269;Site Survey;BL1115;;Leopold de Waelplaats;30;B;Y;NA;4;2;;;;;Antwerpen;NB-200030B01269;SDU;0;1;0;1;Site Survey;;151675;210987;;;;;Filip Van Dyck;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060282;682511;;Site Survey;BL1116;;Verschansingstraat;16;;N;ORN;4;4;_;;;;Antwerpen;2060282;MDU;0;3;0;3;Site Survey;;151594;210964;;;;;Geert Stockman;BUILDING template;;;;;;;;;Verschanginstraat 16-16A;2/05/2020
ANTWERPEN-WEST - FH11;971816;725905;;Site Survey;BL1112;;Graaf van Egmontstraat;20;;Y;NA;3;4;_;;;;Antwerpen;971816;MDU;1;3;0;4;Site Survey;;151755;211258;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2050239;33498558;;Site Survey;BL1102;;Schalienstraat;32;;N;ORN;4;6;_;;;;Antwerpen;2050239;MDU;0;11;1;12;Site Survey;;151228;210928;;;;;Maayken Vanfleteren;BUILDING template;Dominus beheer;;;;;4/05/2020;;;Schalienstraat 30-32-34;4/05/2020
ANTWERPEN-WEST - FH11;2060286;682514;;Site Survey;BL1116;;Verschansingstraat;22;;Y;NA;4;2;;;;;Antwerpen;2060286;SDU;0;1;0;1;Site Survey;;151581;210951;;;;;Geert Stockman;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;971817;725906;;Site Survey;BL1112;;Graaf van Egmontstraat;18;;Y;NA;3;3;_;;;;Antwerpen;971817;SDU;1;0;0;1;Site Survey;;151756;211275;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2056916;33498560;;Site Survey;BL1110;;Timmerwerfstraat;4;;Y;NA;3;6;_;;;;Antwerpen;2056916;SDU;1;0;0;1;Site Survey;;151545;211410;;;;;Hidde Kiekens;BUILDING template;Jalo;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;2060290;682517;;Site Survey;BL1117;;Verschansingstraat;28;;Y;NA;3;3;_;;;;Antwerpen;2060290;SDU;1;0;0;1;Site Survey;;151545;210949;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;971818;725907;;Site Survey;BL1113;;Graaf van Egmontstraat;42;;Y;NA;4;4;_;;;;Antwerpen;971818;MDU;0;4;0;4;Site Survey;;151762;211168;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;2060103;33498569;;Site Survey;BL1114;;Verlatstraat;4;;Y;NA;3;4;_;;;;Antwerpen;2060103;MDU;0;3;0;3;Site Survey;;151625;211179;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;2060292;682519;;Site Survey;BL1117;;Verschansingstraat;32;;N;ORN;4;2;_;;;;Antwerpen;2060292;SDU;0;1;0;1;Site Survey;;151535;210944;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;977578;726260;;Site Survey;BL1118;;Gentplaats;1;;Y;NA;3;4;_;;;;Antwerpen;977578;MDU;4;0;0;4;Site Survey;;151291;210728;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060107;33498571;;Site Survey;BL1114;;Verlatstraat;14;;Y;NA;4;3;_;;;;Antwerpen;2060107;SDU;1;0;0;1;Site Survey;;151670;211131;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;2060293;682520;;Site Survey;BL1117;;Verschansingstraat;34;;Y;NA;3;5;_;;;;Antwerpen;2060293;MDU;1;4;1;6;Site Survey;;151530;210943;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;977579;726261;;Site Survey;BL1118;;Gentplaats;2;;Y;NA;3;5;_;;;;Antwerpen;977579;MDU;0;4;0;4;Site Survey;;151290;210717;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060127;33498577;;Site Survey;BL1114;;Verlatstraat;36;;Y;NA;4;3;Onder constructie;;;;Antwerpen;2060127;MDU;1;3;1;5;Site Survey;;151724;211088;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;2060294;682521;;Site Survey;BL1117;;Verschansingstraat;36;;Y;NA;3;4;_;;;;Antwerpen;2060294;SDU;0;1;0;1;Site Survey;;151526;210940;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;977580;726262;;Site Survey;BL1118;;Gentplaats;3;;Y;NA;3;4;_;;;;Antwerpen;977580;MDU;1;3;0;4;Site Survey;;151296;210716;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060128;33498578;;Site Survey;BL1114;;Verlatstraat;38;A;Y;NA;4;2;;;;;Antwerpen;2060128;SDU;0;1;0;1;Site Survey;;151745;211084;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;NB-20001185a877;;;Site Survey;;;De Gerlachekaai;11;;Y;NA;4;5;_;;;;Antwerpen;NB-20001185a877;MDU;1;7;0;8;Site Survey;;151278;211062;6/05/2020;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060297;14151238;;Site Survey;BL1117;;Verschansingstraat;40;;Y;NA;3;4;_;;;;Antwerpen;2060297;MDU;1;3;0;4;Site Survey;;151509;210937;;;;;Geert Stockman;BUILDING template;;;;;;;;;;10/05/2020
ANTWERPEN-WEST - FH11;977581;14151269;;Site Survey;BL1118;;Vlaamsekaai;81;;Y;NA;10;6;_;;;;Antwerpen;977581;SDU;1;0;0;1;Site Survey;;151327;210765;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060277;33498580;;Site Survey;BL1116;;Verschansingstraat;10;;Y;NA;3;4;_;;;;Antwerpen;2060277;SDU;1;0;0;1;Site Survey;;151620;210960;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;2060299;682524;;Site Survey;BL1117;;Verschansingstraat;42;;Y;NA;3;4;_;;;;Antwerpen;2060299;MDU;0;4;0;4;Site Survey;;151503;210940;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;977582;726264;;Site Survey;BL1118;;Vlaamsekaai;74;;Y;NA;3;5;_;;;;Antwerpen;977582;MDU;1;0;1;2;Site Survey;;151351;210824;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060308;33498581;;Site Survey;BL1117;;Verschansingstraat;52;;N;IRREG;4;6;_;;;;Antwerpen;2060308;MDU;1;0;0;1;Site Survey;;151469;210932;;;;;Geert Stockman;BUILDING template;;;;;;;;;Verschansingstraat 52-54-56_Gillisplaats 2_Vlaamse Kaai 63;11/05/2020
ANTWERPEN-WEST - FH11;NB-200067df448;;;Site Survey;;;Wapenstraat;6;;N;GLASS;;5;_;;;;Antwerpen;NB-200067df448;MDU;0;8;1;9;Site Survey;;151433;211231;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;Group-L;;;;475498720;15/05/2020;;;;
ANTWERPEN-WEST - FH11;2060301;682526;;Site Survey;BL1117;;Verschansingstraat;44;;Y;NA;3;4;_;;;;Antwerpen;2060301;MDU;0;4;0;4;Site Survey;;151496;210936;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;977583;726265;;Site Survey;BL1118;;Vlaamsekaai;64;;Y;NA;3;5;_;;;;Antwerpen;977583;MDU;1;4;0;5;Site Survey;;151384;210870;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060968;33498637;;Site Survey;BL1112;;Vlaamsekaai;3;;Y;NA;3;3;_;;;;Antwerpen;2060968;SDU;1;0;0;1;Site Survey;;151740;211337;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2060303;14151239;;Site Survey;BL1117;;Verschansingstraat;46;;Y;NA;3;4;_;;;;Antwerpen;2060303;MDU;1;3;0;4;Site Survey;;151487;210945;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;977585;726266;;Site Survey;BL1118;;Vlaamsekaai;75;;Y;NA;3;5;_;;;;Antwerpen;977585;MDU;0;4;0;4;Site Survey;;151348;210820;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060969;33498640;;Site Survey;BL1112;;Vlaamsekaai;5;;Y;NA;3;3;_;;;;Antwerpen;2060969;SDU;1;0;0;1;Site Survey;;151726;211318;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2060304;682529;;Site Survey;BL1117;;Verschansingstraat;48;;Y;NA;9;4;_;;;;Antwerpen;2060304;MDU;1;5;0;6;Site Survey;;151477;210946;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;977586;726267;;Site Survey;BL1118;;Vlaamsekaai;90;;N;ORN;4;5;_;;;;Antwerpen;977586;MDU;8;0;1;9;Site Survey;;151283;210736;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060976;33498641;;Site Survey;BL1113;;Vlaamsekaai;23;;Y;NA;5;5;_;;;;Antwerpen;2060976;MDU;1;0;0;1;Site Survey;;151646;211214;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;NB-20001487f646;;;Site Survey;;;Wapenstraat;14;;Y;NA;6;4;_;;;;Antwerpen;NB-20001487f646;MDU;6;0;1;7;Site Survey;;151458;211213;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060306;682531;;Site Survey;BL1117;;Verschansingstraat;50;;Y;NA;4;4;;;;;Antwerpen;2060306;MDU;2;16;0;18;Site Survey;;151453;210933;;;;;Geert Stockman;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;977587;726268;;Site Survey;BL1118;;Vlaamsekaai;77;;Y;NA;3;5;_;;;;Antwerpen;977587;MDU;0;5;0;5;Site Survey;;151341;210811;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060979;33498657;;Site Survey;BL1114;;Vlaamsekaai;29;;N;IRREG;4;4;_;;;;Antwerpen;2060979;MDU;1;0;0;1;Site Survey;;151614;211155;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Vlaamse Kaai 28-29-29A-31;15/05/2020
ANTWERPEN-WEST - FH11;2060311;682534;;Site Survey;BL1117;;Verschansingstraat;54;;N;IRREG;4;6;_;;;;Antwerpen;2060311;MDU;0;17;1;18;Site Survey;;151453;210933;;;;;Geert Stockman;BUILDING template;Fidimco;Meir 24;2000;Antwerpen;03 231 26 17;11/05/2020;;;Verschansingstraat 52-54-56_Gillisplaats 2_Vlaamse Kaai 63;11/05/2020
ANTWERPEN-WEST - FH11;977588;726269;;Site Survey;BL1118;;Vlaamsekaai;80;;Y;NA;3;5;_;;;;Antwerpen;977588;MDU;1;4;0;5;Site Survey;;151330;210798;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060980;33498653;;Site Survey;BL1114;;Vlaamsekaai;29;A;N;IRREG;4;4;_;;;;Antwerpen;2060980;MDU;4;2;1;7;Site Survey;;151609;211155;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Vlaamse Kaai 28-29-29A-31;15/05/2020
ANTWERPEN-WEST - FH11;2060362;682578;;Site Survey;BL1103;;Verviersstraat;2;;N;IRREG;4;7;_;;;;Antwerpen;2060362;MDU;1;23;2;26;Site Survey;;151269;210990;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;Arethusa;Verviersstraat 2-4;4/05/2020
ANTWERPEN-WEST - FH11;977589;726270;;Site Survey;BL1118;;Vlaamsekaai;84;;Y;NA;3;5;_;;;;Antwerpen;977589;MDU;0;5;0;5;Site Survey;;151305;210765;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060981;33498658;;Site Survey;BL1114;;Vlaamsekaai;30;;N;IRREG;4;4;_;;;;Antwerpen;2060981;MDU;1;0;0;1;Site Survey;;151614;211155;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Vlaamse Kaai 28-29-29A-31;15/05/2020
ANTWERPEN-WEST - FH11;2060367;682579;;Site Survey;BL1104;;Verviersstraat;9;;N;ORN;4;7;_;;;;Antwerpen;2060367;MDU;0;4;0;4;Site Survey;;151279;211020;;;;;Hidde Kiekens;BUILDING template;Treffer invest;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;977590;726271;;Site Survey;BL1118;;Vlaamsekaai;89;;Y;NA;3;5;_;;;;Antwerpen;977590;MDU;1;4;0;5;Site Survey;;151289;210743;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060988;33498674;;Site Survey;BL1115;;Vlaamsekaai;39;;Y;NA;4;4;_;;;;Antwerpen;2060988;SDU;0;1;0;1;Site Survey;;151552;211089;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;NB-200014af1e33;;;Site Survey;;;Lakenstraat;14;;N;IRREG;;4;_;;;;Antwerpen;NB-200014af1e33;MDU;1;0;0;1;Site Survey;;151321;211033;6/05/2020;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060368;682580;;Site Survey;BL1104;;Verviersstraat;15;;Y;NA;4;5;_;;;;Antwerpen;2060368;SDU;1;0;0;1;Site Survey;;151291;211010;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;977592;726272;;Site Survey;BL1118;;Gijzelaarsstraat;2;;Y;NA;3;4;_;;;;Antwerpen;977592;MDU;0;3;0;3;Site Survey;;151396;210867;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060991;33498677;;Site Survey;BL1116;;Vlaamsekaai;45;;Y;NA;3;4;_;;;;Antwerpen;2060991;SDU;1;0;0;1;Site Survey;;151527;211040;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;2060961;683006;;Site Survey;BL1105;;Visserskaai;2;;Y;NA;3;4;_;;;;Antwerpen;2060961;MDU;0;8;1;9;Site Survey;;151333;211096;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
