File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;planrrr_bid;planrrr_uid
604;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196666;'20191004142318;4081990;'1630000;'19201;Londenstraat;'22;';2000;Antwerpen;;'152834;'213427;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;11076613;;LU;1;'22;'202;';'2;MDU;22;202;;2;;;;;;;;;;;;;N;MODIFY;;;';4081990;11076613
605;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196666;'20191004142318;4081990;'1630000;'19201;Londenstraat;'22;';2000;Antwerpen;;'152834;'213427;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;11076614;;LU;1;'23;'203;';'2;MDU;23;203;;2;;;;;;;;;;;;;N;MODIFY;;;';4081990;11076614
606;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196666;'20191004142318;4081990;'1630000;'19201;Londenstraat;'22;';2000;Antwerpen;;'152834;'213427;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';;;;LU;1;'31;'301;';'3;MDU;31;301;;3;;;;;;;;;;;;;N;NEW;;;';4081990;
607;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196666;'20191004142318;4081990;'1630000;'19201;Londenstraat;'22;';2000;Antwerpen;;'152834;'213427;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';;;;LU;1;'32;'302;';'3;MDU;32;302;;3;;;;;;;;;;;;;N;NEW;;;';4081990;
608;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196666;'20191004142318;4081990;'1630000;'19201;Londenstraat;'22;';2000;Antwerpen;;'152834;'213427;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';;;;LU;1;'33;'303;';'3;MDU;33;303;;3;;;;;;;;;;;;;N;NEW;;;';4081990;
609;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196666;'20191004142318;4081990;'1630000;'19201;Londenstraat;'22;';2000;Antwerpen;;'152834;'213427;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';;;;LU;1;'42;'401;';'4;MDU;42;401;;4;;;;;;;;;;;;;N;NEW;;;';4081990;
610;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196666;'20191004142318;4081990;'1630000;'19201;Londenstraat;'22;';2000;Antwerpen;;'152834;'213427;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';;;;LU;1;'42;'402;';'4;MDU;42;402;;4;;;;;;;;;;;;;N;NEW;;;';4081990;
611;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196666;'20191004142318;4081990;'1630000;'19201;Londenstraat;'22;';2000;Antwerpen;;'152834;'213427;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';;;;LU;1;'43;'403;';'4;MDU;43;403;;4;;;;;;;;;;;;;N;NEW;;;';4081990;
612;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196667;'20191004142318;1992494;'1630000;'19201;Londenstraat;'13;';2000;Antwerpen;;'152892,413;'213493,833;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;11076619;;BU;1;';';';';;;;;;;;;;;;;;;;;;N;KEEP;;;';1992494;11076619
613;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196668;'20191004142318;1992496;'1630000;'19201;Londenstraat;'17;';2000;Antwerpen;;'152901,681;'213492,534;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;11076625;;LU;1;'1;'1;';'0;MDU;1;1;;0;;;;;;;;;;;;;N;MODIFY;;;';1992496;11076625
614;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196668;'20191004142318;1992496;'1630000;'19201;Londenstraat;'17;';2000;Antwerpen;;'152901,681;'213492,534;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11076626;;LU;1;'2;'2;';'0;MDU;2;2;;0;;;;;;;;;;;;;N;MODIFY;;;';1992496;11076626
615;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196668;'20191004142318;1992496;'1630000;'19201;Londenstraat;'17;';2000;Antwerpen;;'152901,681;'213492,534;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;11076627;;LU;1;'101;'101;';'1;MDU;101;101;;1;;;;;;;;;;;;;N;MODIFY;;;';1992496;11076627
616;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196668;'20191004142318;1992496;'1630000;'19201;Londenstraat;'17;';2000;Antwerpen;;'152901,681;'213492,534;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;11076628;;LU;1;'102;'102;';'1;MDU;102;102;;1;;;;;;;;;;;;;N;MODIFY;;;';1992496;11076628
617;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196668;'20191004142318;1992496;'1630000;'19201;Londenstraat;'17;';2000;Antwerpen;;'152901,681;'213492,534;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';5;11076629;;LU;1;'201;'201;';'2;MDU;201;201;;2;;;;;;;;;;;;;N;MODIFY;;;';1992496;11076629
618;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196668;'20191004142318;1992496;'1630000;'19201;Londenstraat;'17;';2000;Antwerpen;;'152901,681;'213492,534;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';6;11076630;;LU;1;'301;'301;';'3;MDU;301;301;;3;;;;;;;;;;;;;N;MODIFY;;;';1992496;11076630
619;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196668;'20191004142318;1992496;'1630000;'19201;Londenstraat;'17;';2000;Antwerpen;;'152901,681;'213492,534;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';7;11076631;;LU;1;'302;'302;';'3;MDU;302;302;;3;;;;;;;;;;;;;N;MODIFY;;;';1992496;11076631
620;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196668;'20191004142318;1992496;'1630000;'19201;Londenstraat;'17;';2000;Antwerpen;;'152901,681;'213492,534;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';8;11076632;;LU;1;'401;'401;';'4;MDU;401;401;;4;;;;;;;;;;;;;N;MODIFY;;;';1992496;11076632
621;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196716;'20200224131754;1128032;'1630000;'19201;Londenstraat;'30;';2000;Antwerpen;;'152858,039;'213425,184;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;11077017;;BU;1;';';';';;;;;;;;;;;;;;;;;;N;KEEP;;;';1128032;11077017
622;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196716;'20200224131754;1128032;'1630000;'19201;Londenstraat;'30;';2000;Antwerpen;;'152858,039;'213425,184;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';2;11077018;;BU;1;';';';';;;;;;;;;;;;;;;;;;N;DELETE;;;';1128032;11077018
623;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196721;'20200207144618;1992574;'1630000;'19201;Londenstraat;'53;'A;2000;Antwerpen;;'153067,12;'213474,496;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;11077024;;LU;1;'1;'101;';'1;MDU;1;101;;1;;;;;;;;;;;;;N;MODIFY;;;';1992574;11077024
624;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196721;'20200207144618;1992574;'1630000;'19201;Londenstraat;'53;'A;2000;Antwerpen;;'153067,12;'213474,496;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11077025;;LU;1;'2;'201;';'2;MDU;2;201;;2;;;;;;;;;;;;;N;MODIFY;;;';1992574;11077025
625;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196721;'20200207144618;1992574;'1630000;'19201;Londenstraat;'53;'A;2000;Antwerpen;;'153067,12;'213474,496;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;11077026;;LU;1;'3;'301;';'3;MDU;3;301;;3;;;;;;;;;;;;;N;MODIFY;;;';1992574;11077026
626;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196731;'20200107162731;4128342;'1630000;'19201;Londenstraat;'58;';2000;Antwerpen;;'153023,946;'213423,522;;N;IRREG;23;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;11077045;;BU;1;';';';';;;;;;;;;;;;;;;;;;N;KEEP;;;';4128342;11077045
627;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;612480;'20200224131837;108303;'1630000;'19201;Londenstraat;'53;';2000;Antwerpen;;'153063,707;'213472,627;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;1811145;;BU;1;';';';';;;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;N;KEEP;;;';108303;1811145
628;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;14363297;'20200207144503;6077503;'1630000;'19201;Londenstraat;'49;';2000;Antwerpen;;'153056,863;'213479,295;;Y;NA;5;6;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;11180573;;BU;1;';';';';;;;;;;;;;;;;;;;;;N;KEEP;;;';6077503;11180573
629;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';116;10417073;5577747;BU;1;'2;'BU2;';'0;MDU;2;BU2;;0;;Y;#BU18/18.1+18.2+18.7/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10417073
630;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';117;10417198;5577748;BU;1;'101;'BU3;';'1;MDU;101;BU3;;1;;Y;#BU12/12.03+12.04+12.05+12.06+12.;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10417198
631;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';224;11077437;5577374;BU;1;'102;'BU4;';'1;MDU;102;BU4;;1;;Y;;;;APPART;;;;;;;N;KEEP;;;';1088758;11077437
632;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';225;11077438;5577375;BU;1;'201;'BU5;';'2;MDU;201;BU5;;2;;Y;;;;APPART;;;;;;;N;KEEP;;;';1088758;11077438
633;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';226;11077439;5577376;BU;1;'202;'BU6;';'2;MDU;202;BU6;;2;;Y;;;;APPART;;;;;;;N;KEEP;;;';1088758;11077439
634;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';227;11077440;5577377;BU;1;'301;'BU7;';'3;MDU;301;BU7;;3;;Y;;;;APPART;;;;;;;N;KEEP;;;';1088758;11077440
635;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';228;11077441;5577378;BU;1;'302;'BU8;';'3;MDU;302;BU8;;3;;Y;;;;APPART;;;;;;;N;KEEP;;;';1088758;11077441
636;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';229;11077442;5577379;BU;1;'401;'BU9;';'4;MDU;401;BU9;;4;;Y;;;;APPART;;;;;;;N;KEEP;;;';1088758;11077442
637;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';23;10412624;5577746;BU;1;'1;'BU1;';'0;MDU;1;BU1;;0;;Y;#A6/06.7/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10412624
638;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';230;11077443;5577380;BU;1;'402;'BU10;';'4;MDU;402;BU10;;4;;Y;;;;APPART;;;;;;;N;KEEP;;;';1088758;11077443
639;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';100;10413258;5577196;LU;1;'506;'0;';'5;MDU;506;0;;5;;Y;#A20/20.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10413258
640;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';101;10413259;5577197;LU;1;'507;'0;';'5;MDU;507;0;;5;;Y;#A20/20.2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10413259
641;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';102;10413260;5577198;LU;1;'601;'0;';'6;MDU;601;0;;6;;Y;#A20/20.3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10413260
642;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';103;10413261;5577199;LU;1;'602;'0;';'6;MDU;602;0;;6;;Y;#A20/20.4/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10413261
643;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';104;10413262;5577200;LU;1;'603;'0;';'6;MDU;603;0;;6;;Y;#A20/20.5/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10413262
644;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';105;10413263;5577201;LU;1;'604;'0;';'6;MDU;604;0;;6;;Y;#A20/20.6/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10413263
645;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';106;10413264;5577205;LU;1;'605;'0;';'6;MDU;605;0;;6;;Y;#A20/20.7/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10413264
646;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';107;10413265;5577206;LU;1;'606;'0;';'6;MDU;606;0;;6;;Y;#A21/21.4/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10413265
647;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';108;10413266;5577207;LU;1;'607;'0;';'6;MDU;607;0;;6;;Y;#A22/22.4/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10413266
648;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';109;10413990;5577208;LU;1;'701;'0;';'7;MDU;701;0;;7;;Y;#ELEC.CABIN;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10413990
649;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';110;10415052;5577209;LU;1;'702;'0;';'7;MDU;702;0;;7;;Y;#A21.22/PH.01/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10415052
650;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';111;10415053;5577210;LU;1;'703;'0;';'7;MDU;703;0;;7;;Y;#A21.22/PH.02/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10415053
651;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093623;'20200219152259;1088758;'1630000;'19201;Londenstraat;'60;';2000;Antwerpen;;'153042,126;'213423,977;;N;IRREG;23;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';112;10415054;5577211;LU;1;'704;'0;';'7;MDU;704;0;;7;;Y;#A21.22/PH.03/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1088758;10415054
